skip_distance,o_foF2,time_start,time_end
860.2,10.460000000000003,2017-08-21 16:03:00.064282,2017-08-21 16:03:00.064282
901.8,10.520000000000001,2017-08-21 16:04:00.050613,2017-08-21 16:04:00.050613
987.8,10.64,2017-08-21 16:05:00.035218,2017-08-21 16:05:00.035218
992.6,10.610000000000001,2017-08-21 16:06:00.031950,2017-08-21 16:06:00.031950
948.3,10.610000000000001,2017-08-21 16:07:00.049527,2017-08-21 16:07:00.049527
1096.9,10.64,2017-08-21 16:08:00.032165,2017-08-21 16:08:00.032165
772.0,10.430000000000001,2017-08-21 16:09:00.048358,2017-08-21 16:09:00.048358
732.4,10.520000000000001,2017-08-21 16:10:00.014319,2017-08-21 16:10:00.014319
750.1,10.520000000000001,2017-08-21 16:11:00.012342,2017-08-21 16:11:00.012342
796.2,10.490000000000002,2017-08-21 16:12:00.076360,2017-08-21 16:12:00.076360
967.6,10.580000000000002,2017-08-21 16:13:00.029494,2017-08-21 16:13:00.029494
531.4,10.520000000000001,2017-08-21 16:14:00.047755,2017-08-21 16:14:00.047755
636.1,10.490000000000002,2017-08-21 16:15:00.043871,2017-08-21 16:15:00.043871
2244.7,10.46,2017-08-21 16:16:00.065302,2017-08-21 16:16:00.065302
701.4,10.49,2017-08-21 16:17:00.065161,2017-08-21 16:17:00.065161
268.8,10.490000000000002,2017-08-21 16:18:00.043504,2017-08-21 16:18:00.043504
499.6,10.520000000000001,2017-08-21 16:19:00.064247,2017-08-21 16:19:00.064247
215.6,10.610000000000001,2017-08-21 16:20:00.011028,2017-08-21 16:20:00.011028
1743.1,10.430000000000001,2017-08-21 16:21:00.051328,2017-08-21 16:21:00.051328
,10.520000000000001,2017-08-21 16:22:00.067402,2017-08-21 16:22:00.067402
1751.1,10.580000000000002,2017-08-21 16:23:00.055319,2017-08-21 16:23:00.055319
0.0,10.580000000000002,2017-08-21 16:24:00.038001,2017-08-21 16:24:00.038001
1753.4,10.490000000000002,2017-08-21 16:25:00.062248,2017-08-21 16:25:00.062248
,10.520000000000001,2017-08-21 16:26:00.061063,2017-08-21 16:26:00.061063
,10.490000000000002,2017-08-21 16:27:00.026731,2017-08-21 16:27:00.026731
,10.55,2017-08-21 16:28:00.038869,2017-08-21 16:28:00.038869
,10.460000000000003,2017-08-21 16:29:00.052232,2017-08-21 16:29:00.052232
0.0,10.520000000000001,2017-08-21 16:30:00.030579,2017-08-21 16:30:00.030579
1755.0,10.55,2017-08-21 16:31:00.036213,2017-08-21 16:31:00.036213
353.0,10.520000000000001,2017-08-21 16:33:00.048927,2017-08-21 16:33:00.048927
605.7,10.490000000000002,2017-08-21 16:34:00.031693,2017-08-21 16:34:00.031693
626.8,10.580000000000002,2017-08-21 16:35:00.046870,2017-08-21 16:35:00.046870
668.8,10.520000000000001,2017-08-21 16:36:00.055873,2017-08-21 16:36:00.055873
588.5,10.520000000000001,2017-08-21 16:37:00.029698,2017-08-21 16:37:00.029698
,10.430000000000001,2017-08-21 16:38:00.032188,2017-08-21 16:38:00.032188
,10.49,2017-08-21 16:39:00.030201,2017-08-21 16:39:00.030201
188.1,10.490000000000002,2017-08-21 16:40:00.044396,2017-08-21 16:40:00.044396
273.2,10.580000000000002,2017-08-21 16:41:00.029509,2017-08-21 16:41:00.029509
400.6,10.580000000000002,2017-08-21 16:42:00.033960,2017-08-21 16:42:00.033960
,10.55,2017-08-21 16:43:00.074089,2017-08-21 16:43:00.074089
544.5,10.490000000000002,2017-08-21 16:44:00.036902,2017-08-21 16:44:00.036902
678.2,10.490000000000002,2017-08-21 16:45:00.145623,2017-08-21 16:45:00.145623
593.1,10.490000000000002,2017-08-21 16:46:00.031461,2017-08-21 16:46:00.031461
0.0,10.460000000000003,2017-08-21 16:47:00.063128,2017-08-21 16:47:00.063128
,10.460000000000003,2017-08-21 16:48:00.030371,2017-08-21 16:48:00.030371
355.2,10.430000000000001,2017-08-21 16:49:00.065656,2017-08-21 16:49:00.065656
,10.490000000000002,2017-08-21 16:50:00.032601,2017-08-21 16:50:00.032601
1188.5,10.460000000000003,2017-08-21 16:51:00.056415,2017-08-21 16:51:00.056415
1272.2,10.55,2017-08-21 16:52:00.050331,2017-08-21 16:52:00.050331
1206.4,10.55,2017-08-21 16:53:00.050629,2017-08-21 16:53:00.050629
,10.400000000000002,2017-08-21 16:54:00.027914,2017-08-21 16:54:00.027914
1209.1,10.520000000000001,2017-08-21 16:55:00.056697,2017-08-21 16:55:00.056697
,10.490000000000002,2017-08-21 16:56:00.022389,2017-08-21 16:56:00.022389
1513.1,10.49,2017-08-21 16:57:00.037457,2017-08-21 16:57:00.037457
,10.580000000000002,2017-08-21 16:58:00.052057,2017-08-21 16:58:00.052057
,10.580000000000002,2017-08-21 16:59:00.068872,2017-08-21 16:59:00.068872
,10.460000000000003,2017-08-21 17:00:00.012027,2017-08-21 17:00:00.012027
,10.490000000000002,2017-08-21 17:01:00.012364,2017-08-21 17:01:00.012364
1552.5,10.430000000000001,2017-08-21 17:02:00.062395,2017-08-21 17:02:00.062395
,10.490000000000002,2017-08-21 17:03:00.032041,2017-08-21 17:03:00.032041
,10.46,2017-08-21 17:04:00.021982,2017-08-21 17:04:00.021982
,10.490000000000002,2017-08-21 17:05:00.021583,2017-08-21 17:05:00.021583
1880.9,10.400000000000002,2017-08-21 17:06:00.039412,2017-08-21 17:06:00.039412
2140.4,10.49,2017-08-21 17:07:00.026411,2017-08-21 17:07:00.026411
,10.520000000000001,2017-08-21 17:08:00.054443,2017-08-21 17:08:00.054443
,10.490000000000002,2017-08-21 17:09:00.009841,2017-08-21 17:09:00.009841
951.4,10.520000000000001,2017-08-21 17:10:00.063443,2017-08-21 17:10:00.063443
1980.0,10.55,2017-08-21 17:11:00.047221,2017-08-21 17:11:00.047221
1575.0,10.580000000000002,2017-08-21 17:12:00.029752,2017-08-21 17:12:00.029752
,10.520000000000001,2017-08-21 17:13:00.023716,2017-08-21 17:13:00.023716
,10.490000000000002,2017-08-21 17:14:00.072329,2017-08-21 17:14:00.072329
2021.8,10.430000000000001,2017-08-21 17:15:00.072528,2017-08-21 17:15:00.072528
1755.0,10.55,2017-08-21 17:16:00.011622,2017-08-21 17:16:00.011622
,10.520000000000001,2017-08-21 17:17:00.039498,2017-08-21 17:17:00.039498
1392.0,10.430000000000001,2017-08-21 17:19:00.028643,2017-08-21 17:19:00.028643
,10.490000000000002,2017-08-21 17:20:00.021492,2017-08-21 17:20:00.021492
0.0,10.490000000000002,2017-08-21 17:21:00.043339,2017-08-21 17:21:00.043339
1699.3,10.610000000000001,2017-08-21 17:22:00.062971,2017-08-21 17:22:00.062971
,10.580000000000002,2017-08-21 17:23:00.037260,2017-08-21 17:23:00.037260
,10.520000000000001,2017-08-21 17:24:00.068621,2017-08-21 17:24:00.068621
,10.55,2017-08-21 17:25:00.126623,2017-08-21 17:25:00.126623
1528.9,10.460000000000003,2017-08-21 17:26:00.064104,2017-08-21 17:26:00.064104
1504.2,10.46,2017-08-21 17:27:00.061231,2017-08-21 17:27:00.061231
,10.46,2017-08-21 17:28:00.048002,2017-08-21 17:28:00.048002
1489.7,10.430000000000001,2017-08-21 17:29:00.052322,2017-08-21 17:29:00.052322
,10.490000000000002,2017-08-21 17:30:00.052465,2017-08-21 17:30:00.052465
1734.7,10.430000000000001,2017-08-21 17:31:00.021541,2017-08-21 17:31:00.021541
,10.460000000000003,2017-08-21 17:32:00.043816,2017-08-21 17:32:00.043816
1586.5,10.460000000000003,2017-08-21 17:33:00.032738,2017-08-21 17:33:00.032738
1452.6,10.460000000000003,2017-08-21 17:34:00.037215,2017-08-21 17:34:00.037215
1574.1,10.520000000000001,2017-08-21 17:35:00.059428,2017-08-21 17:35:00.059428
